"행정구역","2020년06월_총인구수","2020년06월_세대수","2020년06월_세대당 인구","2020년06월_남자 인구수","2020년06월_여자 인구수","2020년06월_남여 비율"
"충청북도 청주시 흥덕구 복대2동(4311374200)","16,331","8,709","          1.88","8,316","8,015","          1.04"
"충청북도 청주시 흥덕구 가경동(4311374700)","51,442","19,875","          2.59","25,159","26,283","          0.96"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","9,856","5,623","          1.75","5,242","4,614","          1.14"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","24,772","11,945","          2.07","13,128","11,644","          1.13"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","28,512","14,168","          2.01","14,416","14,096","          1.02"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","13,632","5,800","          2.35","7,191","6,441","          1.12"
"충청북도 청주시 청원구 (4311400000)","194,025","85,618","          2.27","99,344","94,681","          1.05"
"충청북도 청주시 청원구 내수읍(4311425000)","19,836","8,904","          2.23","10,191","9,645","          1.06"
"충청북도 청주시 청원구 오창읍(4311425300)","68,894","29,555","          2.33","36,557","32,337","          1.13"
"충청북도 청주시 청원구 북이면(4311431000)","4,701","2,586","          1.82","2,496","2,205","          1.13"
"충청북도 청주시 청원구 우암동(4311451000)","12,519","7,021","          1.78","6,306","6,213","          1.01"
"충청북도 청주시 청원구 내덕1동(4311452000)","8,874","4,371","          2.03","4,497","4,377","          1.03"
"충청북도 청주시 청원구 내덕2동(4311453000)","11,743","5,584","          2.10","6,061","5,682","          1.07"
"충청북도 청주시 청원구 율량.사천동(4311454000)","48,801","20,349","          2.40","24,081","24,720","          0.97"
"충청북도 청주시 청원구 오근장동(4311455000)","18,657","7,248","          2.57","9,155","9,502","          0.96"
"충청북도 충주시 (4313000000)","210,173","96,748","          2.17","106,312","103,861","          1.02"
"충청북도 충주시 주덕읍(4313025000)","4,914","2,574","          1.91","2,507","2,407","          1.04"
"충청북도 충주시 살미면(4313031000)","2,052","1,097","          1.87","1,050","1,002","          1.05"
"충청북도 충주시 수안보면(4313032500)","3,059","1,687","          1.81","1,551","1,508","          1.03"
"충청북도 충주시 대소원면(4313033500)","8,594","4,925","          1.74","4,827","3,767","          1.28"
"충청북도 충주시 신니면(4313035000)","3,034","1,646","          1.84","1,553","1,481","          1.05"
"충청북도 충주시 노은면(4313036000)","2,339","1,243","          1.88","1,180","1,159","          1.02"
"충청북도 충주시 앙성면(4313037000)","4,012","2,254","          1.78","2,069","1,943","          1.06"
"충청북도 충주시 중앙탑면(4313038500)","12,694","5,647","          2.25","6,545","6,149","          1.06"
"충청북도 충주시 금가면(4313039000)","3,727","1,723","          2.16","1,983","1,744","          1.14"
"충청북도 충주시 동량면(4313040000)","3,728","1,927","          1.93","1,885","1,843","          1.02"
"충청북도 충주시 산척면(4313041000)","2,314","1,200","          1.93","1,190","1,124","          1.06"
"충청북도 충주시 엄정면(4313042000)","3,291","1,671","          1.97","1,677","1,614","          1.04"
"충청북도 충주시 소태면(4313043000)","1,961","1,041","          1.88","999","962","          1.04"
"충청북도 충주시 성내.충인동(4313051500)","2,791","1,554","          1.80","1,376","1,415","          0.97"
"충청북도 충주시 교현.안림동(4313053500)","23,601","9,912","          2.38","11,835","11,766","          1.01"
"충청북도 충주시 교현2동(4313054000)","7,221","3,719","          1.94","3,641","3,580","          1.02"
"충청북도 충주시 용산동(4313055000)","15,680","6,324","          2.48","7,671","8,009","          0.96"
"충청북도 충주시 지현동(4313056000)","5,279","2,468","          2.14","2,640","2,639","          1.00"
"충청북도 충주시 문화동(4313057100)","9,709","4,654","          2.09","4,865","4,844","          1.00"
"충청북도 충주시 호암.직동(4313058000)","17,590","6,650","          2.65","8,762","8,828","          0.99"
"충청북도 충주시 달천동(4313060500)","3,710","2,129","          1.74","1,999","1,711","          1.17"
